rewards,stimuli,actions,sub
0,[0 0 1 1],0.30005395450428324,0
1,[1 1 0 1],1.550211029512772,0
0,[0 0 1 1],0.30429289071799676,0
0,[0 0 1 1],0.5221348585452487,0
0,[1 1 1 0],0.7284010184469593,0
0,[1 1 0 1],0.9777511024226986,0
1,[1 1 1 0],0.7370704048825756,0
1,[1 1 1 0],0.4242153373326898,0
1,[1 1 1 0],-0.06649099633220557,0
1,[1 1 0 1],1.1625094591442322,0
0,[0 0 1 1],0.28286115496385567,0
1,[1 1 1 0],0.811540554964904,0
0,[1 1 0 1],1.0376164929171345,0
0,[1 1 0 1],0.7493304813560621,0
0,[0 0 1 1],0.37781473317629277,0
1,[1 1 1 0],0.4117079029014632,0
1,[1 1 1 0],0.6984141474199909,0
1,[1 1 1 0],1.1340108125931034,0
1,[1 1 0 1],1.530345725930795,0
0,[0 0 1 1],0.20217556130544356,0
0,[0 0 1 1],0.9823377736833259,0
1,[1 1 1 0],0.3555067324891297,0
1,[1 1 1 0],0.40684522656840255,0
1,[1 1 1 0],0.844533273377448,0
0,[0 0 1 1],-0.03404603884560348,0
1,[1 1 0 1],0.6164314082496475,0
1,[1 1 1 0],0.6588255722960934,0
0,[1 1 0 1],0.3405032300908393,0
1,[1 1 0 1],0.9025574552512855,0
1,[1 1 1 0],0.33825216725186025,0
1,[1 1 1 0],0.2912689995814003,0
0,[0 0 1 1],0.1233124539533654,0
0,[1 1 0 1],0.8592662552155883,0
0,[1 1 0 1],0.7861992649449652,0
1,[1 1 1 0],0.1374643469835142,0
0,[1 1 0 1],0.623512577949908,0
0,[0 0 1 1],-0.801460178998822,0
0,[1 1 0 1],0.43467654686787127,0
0,[0 0 1 1],0.6528885979349466,0
0,[0 0 1 1],0.35075430458063706,0
0,[0 0 1 1],1.333901509694532,0
0,[0 0 1 1],-0.34126192132102684,0
1,[1 1 1 0],0.015899387054859215,0
1,[1 1 1 0],-0.08483071928494751,0
1,[1 1 1 0],1.530136538536805,0
0,[0 0 1 1],0.3306566366879722,0
0,[0 0 1 1],0.41892138541017243,0
1,[0 0 1 1],0.24946173443585787,0
1,[1 1 0 1],1.122331143504185,0
1,[1 1 0 1],1.1265432812322618,0
1,[0 0 1 1],1.0170343096902974,0
1,[1 1 0 1],-0.5288604481600025,0
0,[0 0 1 1],0.15211792871471205,0
1,[0 0 1 1],0.8360317348684134,0
0,[1 1 1 0],0.5021628403676315,0
0,[1 1 0 1],-0.008532938853446526,0
0,[1 1 1 0],0.23883624378185483,0
0,[1 1 1 0],-0.4118247908241792,0
0,[1 1 1 0],-0.5521541796660203,0
1,[1 1 0 1],1.0135954360186554,0
1,[0 0 1 1],0.2657441112855582,0
0,[1 1 1 0],0.46071699824431883,0
0,[1 1 0 1],0.44823709496821884,0
0,[1 1 0 1],1.1138141871950222,0
1,[0 0 1 1],-0.28801917640824803,0
0,[1 1 1 0],0.7854848229936421,0
0,[1 1 1 0],0.3524898777083682,0
0,[1 1 1 0],0.5408937034275833,0
1,[1 1 0 1],-1.086130346238022,0
1,[0 0 1 1],0.5154336734542415,0
1,[0 0 1 1],1.1239507566547,0
0,[1 1 1 0],0.3374195334458891,0
0,[1 1 1 0],0.7055666938369505,0
0,[1 1 1 0],0.0007999991715710031,0
1,[0 0 1 1],0.20386304781505613,0
1,[1 1 0 1],0.7388126869158586,0
0,[1 1 1 0],0.3026263114328148,0
0,[1 1 0 1],0.4013410645916426,0
1,[1 1 0 1],0.06717309453062846,0
0,[1 1 1 0],-0.13901466069837498,0
0,[1 1 1 0],-0.03490757104257558,0
1,[0 0 1 1],-0.7133584489810019,0
0,[1 1 0 1],0.4562952515912011,0
0,[1 1 0 1],-0.13205835867955407,0
0,[1 1 1 0],0.14061480480945382,0
0,[1 1 0 1],0.4317645614295467,0
1,[0 0 1 1],-0.17000194852656986,0
0,[1 1 0 1],-0.4155304874451091,0
1,[0 0 1 1],-0.24811717256647448,0
1,[0 0 1 1],-0.00744056803361165,0
1,[0 0 1 1],0.40603356590893147,0
1,[0 0 1 1],0.3387342194966618,0
0,[1 1 1 0],1.1246283663185044,0
0,[1 1 1 0],-1.1915718143573073,0
0,[1 1 1 0],0.7848778551457712,0
1,[0 0 1 1],-0.1113448928967638,0
1,[0 0 1 1],-0.39829350029950217,0
1,[0 0 1 1],0.34119502070508867,0
1,[1 1 0 1],0.6746609962194524,0
1,[1 1 0 1],0.33214985741884123,0
0,[0 0 1 1],0.7285566367135902,1
1,[1 1 0 1],2.1143028885581163,1
0,[0 0 1 1],0.7211708731217414,1
0,[0 0 1 1],1.0517087088862687,1
0,[1 1 1 0],1.1601864344114292,1
0,[1 1 0 1],1.5703754790071047,1
1,[1 1 1 0],1.3662102737750454,1
1,[1 1 1 0],0.8701356068295185,1
1,[1 1 1 0],0.37331725229819945,1
1,[1 1 0 1],2.0881032819177188,1
0,[0 0 1 1],0.7948236532684367,1
1,[1 1 1 0],1.2551601308254927,1
0,[1 1 0 1],2.1018250026041745,1
0,[1 1 0 1],1.409386505772409,1
0,[0 0 1 1],0.9978413272051846,1
1,[1 1 1 0],0.8429423101866137,1
1,[1 1 1 0],1.5705079378406184,1
1,[1 1 1 0],2.2339728590522547,1
1,[1 1 0 1],2.8364660420209713,1
0,[0 0 1 1],0.8339746256068902,1
0,[0 0 1 1],1.640316602674331,1
1,[1 1 1 0],0.8353359232539544,1
1,[1 1 1 0],1.5399564697318895,1
1,[1 1 1 0],2.1731617639443055,1
0,[0 0 1 1],1.1632087949770655,1
1,[1 1 0 1],1.2278643584991558,1
1,[1 1 1 0],1.4558789716157152,1
0,[1 1 0 1],1.530399245135623,1
1,[1 1 0 1],1.754514104237402,1
1,[1 1 1 0],1.0973794960698389,1
1,[1 1 1 0],1.4082029260321207,1
0,[0 0 1 1],1.2642401863723192,1
0,[1 1 0 1],1.5935593175446208,1
0,[1 1 0 1],1.712498402039889,1
1,[1 1 1 0],0.9164697847588972,1
0,[1 1 0 1],1.841424459646168,1
0,[0 0 1 1],-0.19570527785557812,1
0,[1 1 0 1],1.0406876480013607,1
0,[0 0 1 1],1.6172078610959009,1
0,[0 0 1 1],0.9240373174012453,1
0,[0 0 1 1],2.14085992863967,1
0,[0 0 1 1],0.060769416898367457,1
1,[1 1 1 0],0.5086642128692023,1
1,[1 1 1 0],0.9314091975354801,1
1,[1 1 1 0],2.9905794467004014,1
0,[0 0 1 1],1.551102342504832,1
0,[0 0 1 1],1.042218658096208,1
1,[0 0 1 1],0.8345073168972621,1
1,[1 1 0 1],1.9488285302787374,1
